X,Y,OBJECTID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost,GlobalID
1366541.2354,5153202.1642,109092,YHA MT COOK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"4 Kitchener Dr, Mount Cook National Park 7999, New Zealand",True,1,False,Unlimited,False,-43.73745,170.100913,AC,2020/05/01 00:00:00+00,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{CC52A362-5C3F-4C8F-8D2D-2ECE92AD0336}
1186140.2023,4957354.9591,109093,YHA TE ANAU,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"29 Mokonui St, Te Anau 9600, New Zealand",True,2,False,Unlimited,False,-45.4147023,167.710591,AC,2020/05/01 00:00:00+00,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{61A3D3C5-DDBB-49EC-9F55-2E298463A968}
1758984.8781,5916769.1139,109094,NZ BLOOD SERVICE,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"71 Great South Road, Epsom, Auckland 1051",False,4,False,Unlimited,False,-36.8816643029201,174.783985143939,AC,2019/10/12 00:00:00+00,4,"{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:4}",False,{39F090D2-BC45-4C6C-9B54-1DD02594E8D1}
1784244.7242,5863764.2899,109095,Hampton Downs,WEL Networks Ltd,WEL Networks Ltd,"20 Hampton Downs Road, Hampton Downs",True,2,False,Unlimited,True,-37.3545575081454,175.080300240821,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{BF0281BD-25D2-43EF-9923-1864A6371C5B}
1795854.6037,5821625.9065,109096,Maui Street,WEL Networks Ltd,WEL Networks Ltd,"114 Maui St, Pukete",True,2,False,Unlimited,False,-37.7317137166904,175.222543851019,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{C9C22250-7ACD-406E-B00C-E86B29CD6124}
1802446.4096,5816265.1687,109097,Claudelands,WEL Networks Ltd,WEL Networks Ltd,"160 Peachgrove Road, Hamilton East",True,3,False,Unlimited,False,-37.7785588433362,175.298786948482,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{C2FA3AEA-A894-4F5A-8016-9D83B42A6664}
1804444.2343,5805314.9952,109098,Mystery Creek,WEL Networks Ltd,WEL Networks Ltd,"153 Ingram Road, Waitomo Fuel,  Mystery Creek",True,2,False,Unlimited,False,-37.876728596303,175.324548424172,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{B8B90E2E-54A5-4D61-9637-1EFA67C9F6DB}
1790627.8067,5840290.9699,109099,Huntly,WEL Networks Ltd,WEL Networks Ltd,"20 Tumate Mahuta Drive, Huntly",True,3,False,Unlimited,False,-37.5647004263661,175.158396850283,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{090F2DC4-789B-4EF9-BDA0-167957D68B3F}
1788279.2473,5857234.3983,109100,Te Kauwhata,WEL Networks Ltd,WEL Networks Ltd,"16 Wayside Road, Te Kauwhata",True,2,False,Unlimited,False,-37.4125665624,175.127487397762,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{A15CE6BB-F578-4A92-8AE7-24DA674ACC17}
1800352.3397,5821493.6165,109101,St James,WEL Networks Ltd,WEL Networks Ltd,"23 Horsham Downs Road, Rototuna",True,3,False,Unlimited,False,-37.7319320139187,175.273583803848,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{EDD3E8A0-5155-488F-88D2-F22B53BFB4F3}
1800878.0159,5815217.0934,109102,Caro Street,WEL Networks Ltd,WEL Networks Ltd,"4 Caro St, Hamilton",True,2,False,Unlimited,False,-37.7883439028825,175.28128105207,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{EA5BDA7C-ACF3-4BFD-BC96-906E975174DF}
1798967.8596,5822584.0905,109103,Rototuna North,WEL Networks Ltd,WEL Networks Ltd,"3 Fergy Place, Rototuna North, Hamilton 3210",True,3,False,Unlimited,False,-37.7224127829775,175.257585760048,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{40CB5533-3DE8-474E-BE3A-0CB9B74994CD}
1764660.0144,5814695.6629,109104,Raglan,WEL Networks Ltd,WEL Networks Ltd,"43 Bow St, Raglan",True,2,False,Unlimited,True,-37.8002868100065,174.870311446816,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{393995D3-5923-457F-86FA-D1FC890F2070}
1801312.546,5814620.5569,109105,Hamilton South,WEL Networks Ltd,WEL Networks Ltd,"58 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7936206972454,175.286377835335,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{E8191EBE-4B64-414B-AF97-87F7201C56EB}
1800280.3746,5815967.0821,109106,Hamilton North,WEL Networks Ltd,WEL Networks Ltd,"551 Anglesea Street, Hamilton",True,3,False,Unlimited,False,-37.7817206103916,175.274291725517,Mixed,2018/01/01 00:00:00+00,5,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{B0CA4A83-9D40-49E0-B62F-DEBF47A5F899}
1803332.359,5816303.7716,109107,Innovation Park,WEL Networks Ltd,WEL Networks Ltd,"9 Melody Lane, Hamilton East",True,2,False,Unlimited,False,-37.778014543995,175.308828634049,DC,2018/01/01 00:00:00+00,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{B91B6FE4-E01E-455A-A131-58101B7520A5}
1770264.2221,5907313.6914,109108,Ormiston Town Centre,Todd Property Ormiston Town Centre Limited,Todd Property Ormiston Town Centre Limited,"240 Ormiston road, Flat Bush, Auckland, 2012, New Zealand",True,14,False,Unlimited,False,-36.9648860428412,174.912617279983,AC,2021/03/25 00:00:00+00,14,"{AC, 32 kW, Type 2 Socketed, Status: Operative, Count:9},{AC, 32 kW, Type 1 Tethered, Status: Operative, Count:4},{AC, 25 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{A763A10B-734C-4A6C-BAF2-18F6D6B9B5B9}
1803264.1843,5816289.5839,109109,Waikato Innovation Park,Hikotron,Hikotron,"Waikato Innovation Park, 1 Melody Lane, Hamilton East, Hamilton 3216",True,4,False,No Limit,False,-37.7781574798876,175.30805906559,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,{DE55E4E3-2446-4F0C-A4D3-2154B1CF6BC7}
1804119.0672,5790736.0755,109110,Te Awamutu Events Centre,Hikotron,Hikotron,"Events Centre Car Park Mahoe Street, Te Awamutu 3800",True,4,False,No Limit,False,-38.0080929,175.3249891,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,{9D27EB18-9119-45C2-8220-871FDCEEB8B9}
1798859.71,5815292.2613,109111,Hamilton Electric Vehicles,Hikotron,Hikotron,"Cnr West Street and, Lincoln Street, Frankton, Hamilton 3200",True,2,False,No Limit,False,-37.7881084019164,175.258355890002,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,{001BC4C0-1A16-41F0-9553-DCEFD8977E8B}
1800775.8201,5814683.7155,109112,Colonial City Motel,Hikotron,Hikotron,"2 Pembroke Lane, Hamilton Lake, Hamilton 3204",True,2,False,No Limit,False,-37.79317,175.280269,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,{749A227A-E196-4EB0-BB57-DAA9F01910BA}
1811007.7497,5813085.9045,109113,Matangi Factory,Hikotron,Hikotron,"452 Tauwhare Road, Tamahere 3284",True,2,False,No Limit,False,-37.805253,175.39685,AC,,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,{06A8474E-AFC4-457B-81C5-74AFBA6DCBF8}
1817311.152,5803065.6632,109114,Cambridge Duke St Carpark,Hikotron,Hikotron,"Duke Street Car Park 88 Alpha Street, Cambridge 3434",True,4,False,No Limit,False,-37.8940045,175.4714022,AC,,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,{CAB3D488-5ACD-4257-914F-8486E60682F8}
1756747.6382,5920460.8048,109115,WELLESLEY STREET CARPARK,MERIDIAN ENERGY LIMITED,MERIDIAN ENERGY LIMITED,"125 Wellesley Street West, Auckland 1010",False,9,True,Unlimited,False,-36.8487749421273,174.758129160788,AC,2022/12/20 00:00:00+00,9,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:6},{AC, 44 kW, Type 2 Socketed, Status: Operative, Count:2},{AC, 11 kW, Type 2 Socketed, Status: Operative, Count:1}",False,{86E55CFB-3823-4B61-B4C0-9A02475260C6}
1549758.4417,5173315.0066,109116,Z Rolleston,Z Energy,Z Energy,"4 Brookside Road, Rolleston 7614, New Zealand",True,4,False,Unlimited,False,-43.591442,172.3776,DC,2022/05/12 00:00:00+00,6,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,{FAB07923-95A4-4159-A86C-D4FA06791992}
1569475.5704,5179143.8431,109117,Z Moorhouse,Z Energy,Z Energy,"40 Moorhouse Avenue, Half Moon Bay, Christchurch 8011, New Zealand",True,2,False,Unlimited,False,-43.540028,172.62218,DC,2022/11/23 00:00:00+00,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,{997C5B8B-714C-44B2-B57C-7DF1BCD355E3}
1770224.9188,5911070.0859,109118,Z Botany Downs,Z Energy,Z Energy,"550 Te Irirangi Drive, Botany Downs, Auckland 2013, New Zealand",True,2,False,Unlimited,False,-36.93105,174.91133,DC,2022/12/01 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{A4C970DF-9B1A-41DE-92DB-D19BE9DAD6B7}
1843446.904,5680518.1804,109119,Z Turangi,Z Energy,Z Energy,"Cnr State Highway One and, Pihanga Rd, Turangi 3334, New Zealand",True,2,False,Unlimited,False,-38.990505,175.81082,DC,2022/10/27 00:00:00+00,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,{DCD52F90-E49A-4F82-AD3A-C40895D89560}
1756680.8558,5434868.0521,109120,Z Petone,Z Energy,Z Energy,"Cnr Jackson Street and Hutt Road, Petone, Wellington 5012, New Zealand",True,2,False,Unlimited,False,-41.222412,174.86925,DC,2022/12/08 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{33D16EAC-4553-4E20-AB09-6F47664DD2A6}
1758209.9465,5920334.7573,109121,Z Beach Road,Z Energy,Z Energy,"150 Beach Road, Parnell, Auckland 1010, New Zealand",True,2,False,Unlimited,False,-36.849667,174.77455,DC,2022/10/28 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{A510C0BB-0BCB-4375-BFE3-E6876BF5CE0B}
1748540.2535,5427050.8064,109122,Z Vivian Street,Z Energy,Z Energy,"174 Vivian Street, Te Aro, Wellington 6011, New Zealand",True,2,False,Unlimited,False,-41.29433,174.77408,DC,,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{08C3A6EA-2DB6-4D34-AB3D-5AB6DA668033}
1776104.7892,5447034.8337,109123,Z Remutaka,Z Energy,Z Energy,"1193 Fergusson Drive, North, Upper Hutt 5018, New Zealand",True,2,False,Unlimited,False,-41.1088938048998,175.09734600097,DC,2022/11/30 00:00:00+00,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,{4BC02493-3A34-449D-A14B-B1677198A347}
1796508.4442,5819103.3913,109124,Z Rotokauri,Z Energy,Z Energy,"387 Wairere Drive, Burbush, Hamilton 3288, New Zealand",True,4,False,Unlimited,False,-37.7542925259544,175.230640477867,DC,2022/12/06 00:00:00+00,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,{94BE5367-1957-437D-BA83-195590C928B7}
1873942.8769,5823368.3446,109125,Z Bethlehem,Z Energy,Z Energy,"253B State Highway 2, Bethlehem, Tauranga 3110, New Zealand",True,2,False,Unlimited,False,-37.6960080355836,176.107002452853,DC,2023/05/12 00:00:00+00,2,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,{8CDA8725-156B-490D-B63C-E24B677FAAA9}
1748092.7767,5971259.1151,109126,Z Warkworth,Z Energy,Z Energy,"1 Hudson Road, Warkworth, Auckland, 0910, New Zealand",True,4,False,Unlimited,False,-36.3924156920627,174.651296943968,DC,2023/04/18 00:00:00+00,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,{C17DF083-D95B-480A-8F0A-73EFAEE6F381}
1799914.2147,5813091.9056,109127,Z K Drive,Z Energy,Z Energy,"124-126 Kahikatea Drive, Melville, Hamilton 3206, New Zealand",True,2,False,Unlimited,False,-37.807694960581,175.270929673214,DC,,2,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 180 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{18C82117-785F-4ECE-8E9F-82FA125263A9}
1765845.7124,5907202.0232,109128,Z Hunters Corner,Z Energy,Z Energy,"72-76 East Tamaki Road, Papatoetoe, Auckland 2025, New Zealand",True,2,False,Unlimited,False,-36.9666811607786,174.863031849762,DC,2023/05/22 00:00:00+00,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,{D4B08C7D-DBDA-471B-9978-2B6CFC67C067}
1788174.7012,5756051.8038,109129,Z Te Kuiti,Z Energy,Z Energy,"76 Te Kumi Road, Te Kuiti 3910, New Zealand",True,3,False,Unlimited,False,-38.3239195079783,175.152670531346,DC,2023/05/19 00:00:00+00,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{6008B62C-0737-4FE4-A7B4-1D2E3175E060}
1816110.4799,5806095.8805,109130,Z Hautapu,Z Energy,Z Energy,"167 Victoria Road, RD1, Cambridge 3493, New Zealand",True,5,False,Unlimited,False,-37.8670039019647,175.456851829477,DC,,7,"{DC, 120 kW, Type 2 CCS, Status: Inoperative, Count:5},{DC, 120 kW, CHAdeMO, Status: Inoperative, Count:2}",True,{8335BEC9-F4D7-4F30-8298-121770240F71}
1738527.1476,5929045.1653,109131,Z Kumeu,Z Energy,Z Energy,"134-152 Main Road, Kumeu, Auckland 0810, New Zealand",True,4,False,Unlimited,False,-36.7742645462324,174.552272340274,DC,2023/05/15 00:00:00+00,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,{D94F320E-BBE6-462E-AA9F-614124E59C22}
1766498.8906,5903544.215,109132,Z Wiri Station Road,Z Energy,Z Energy,"83 Wiri Station Road, Wiri, Manukau City 2104, New Zealand",True,4,False,Unlimited,False,-36.9995213491901,174.871172962801,DC,,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:3},{DC, 180 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{FED1D2AA-9027-4634-B09E-EFB2D1C9C4F5}
1781397.1781,5872305.6806,109133,Mercer Service Station,Counties Energy,Counties Energy,"Mercer Service Centre, Mercer 2474",True,3,False,Unlimited,False,-37.2781760994634,175.046080125994,DC,2022/10/03 00:00:00+00,4,"{DC, 180 kW, CHAdeMO, Status: Operative, Count:1},{DC, 24 kW, Type 1 CCS, Status: Operative, Count:1},{DC, 24 kW, CHAdeMO, Status: Operative, Count:1},{DC, 180 kW, Type 1 CCS, Status: Operative, Count:1}",True,{E3FFBBF0-98E5-47F3-A3C1-9286C38A302F}
1757155.2977,5920831.1818,109134,Hobson Street Substation,Vector,Vector,"21 Hobson St,Auckland,1010",True,2,False,120,False,-36.84537,174.762623,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False,{8A80A440-5806-4717-9FD7-C3C0D628D95F}
1738681.7434,5928975.1048,109135,Kumeu New World,Vector,Vector,"120 State Highway,Auckland,Kumeu,0810",True,2,False,120,False,-36.7748732793906,174.554016839117,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",False,{C10065B7-3F16-41F3-BB8A-211F1139C543}
1748825.5016,5969501.6226,109136,BP Connect Warkworth,Vector,Vector,"67 Auckland Road,Auckland,Warkworth,0910",True,1,False,120,False,-36.4081402,174.6598009,DC,2016/02/06 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,{C8F4A737-EA32-44B0-A30D-A1A5A65DCAE3}
1758202.8285,5918162.0447,109137,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,DC,2016/02/06 00:00:00+00,8,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,{43F0A1CF-80B8-402B-A192-D25B53976BF0}
1757835.3997,5919053.9646,109138,Auckland Hospital Wilsons Car park ,Vector,Vector,"2 Park Road,Grafton,Auckland,Auckland,1023",True,1,False,120,False,-36.86127,174.770617,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False,{A55F56E6-B159-4230-9651-9C96F331C2EA}
1759908.8297,5915817.5482,109139,McDonalds Greenlane,Vector,Vector,"356/320 Great South Rd,Greenlane,Auckland,1051",True,2,False,120,False,-36.890082,174.794549,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:2}",False,{23C948F0-E592-4066-859D-A67629BD0A08}
1767895.4747,5903591.6009,109140,Vodafone Events Centre,Vector,Vector,"770 Great South Road,Wiri,Manukau",True,1,False,120,False,-36.998846,174.88685,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,{70FAD265-1976-49B3-BE07-BF2423BE9222}
1731121.0866,5909273.8131,109141,Piha Cafe ,Vector,Vector,"20 Seaview Road,Auckland,Piha,0772",True,1,False,120,False,-36.953491,174.472725,DC,2016/02/06 00:00:00+00,1,"{DC, 3 kW, Type 2 Socketed, Status: Unknown, Count:1}",False,{A99B5159-D43F-4219-B9C7-932A2E24939B}
1743836.428,5924072.8321,109142,Northwest Shopping Centre,Vector,Vector,"1/7 Fred Taylor Drive,Massey,Auckland",True,1,False,120,False,-36.81828,174.612684,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:2}",False,{3E428101-1F11-4FED-BEB2-DFEFC2DC3EBF}
1754891.9035,5931829.1557,109143,McDonalds Constellation Drive,Vector,Vector,"14-16 Constellation Drive,Rosedale,Auckland,Auckland,0632",True,2,False,120,False,-36.7466454,174.7350108,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",False,{BEADAE9B-4E4C-4D99-BF28-513BBDA8EB4B}
1757975.496,5920870.6107,109144,Britomart Carpark,Vector,Vector,"88 Quay Street,Auckland",True,2,False,120,False,-36.844878,174.77181,DC,2016/02/06 00:00:00+00,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,{EA2978DD-3C87-4455-AB78-FFE763718D89}
1758096.0858,5918612.9593,109145,Vector,Vector,Vector,"101 Carlton Gore Road,Newmarket,Auckland",True,3,False,120,False,-36.8652,174.773632,DC,2016/02/06 00:00:00+00,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,{ABFA3B65-B048-4005-9C68-70ACDD31A30E}
1758433.8561,5919042.3489,109146,Auckland War Memorial Museum,Vector,Vector,"32 Museum Circuit,Parnell,Auckland,Auckland,1010",True,1,False,120,False,-36.8612744768493,174.777330052779,DC,2016/02/06 00:00:00+00,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,{CA0883EE-7AFA-4679-A94D-24771AD12F55}
1771854.9845,5897957.5542,109147,Takanini Village,Vector,Vector,"30 Walters Road,Takanini,Auckland,2112",True,1,False,120,False,-37.048889,174.932611,DC,2016/02/06 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,{122E2D87-D1C4-40F4-8E35-FB1710623FFC}
1749372.6653,5945729.3652,109148,Kings Plant Barn,Vector,Vector,"17 Hibiscus Coast Highway,Silverdale,0993",True,2,False,120,False,-36.622275,174.6705,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",False,{14886035-0C68-41F8-9D25-88BF714AF914}
1759076.4481,5903874.8332,109149,Auckland Airport Shopping Centre,Vector,Vector,"Cnr George Bolt Memorial Drive & John Goulter Drive,Auckland Airport,Auckland,2022",True,2,False,120,False,-36.997828,174.787725,DC,2016/02/06 00:00:00+00,6,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:3},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:3}",False,{4EF33878-3FF0-4A0A-AF38-47407C36D4A3}
1757155.2977,5920831.1818,109150,Hobson Street Substation,Vector,Vector,"21 Hobson St,Auckland,1010",True,2,False,120,False,-36.84537,174.762623,DC,2016/02/06 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,{F1BE3EFC-C678-4AFB-B025-1321AEED60A2}
1758202.8285,5918162.0447,109151,Newmarket Substation,Vector,Vector,"Cnr Seccombes & Gillies Ave,Newmarket,Auckland,1023",True,3,False,120,False,-36.869245,174.774923,Mixed,,8,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{AC, 7 kW, Type 1 Tethered, Status: Operative, Count:1},{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1},{AC, 7 kW, Type 2 Tethered, Status: Operative, Count:1}",False,{9A3FA266-842D-433F-84FF-E77F5A423AFE}
1768947.6781,5914287.0833,109152,BP Connect Pakuranga,Vector,Vector,"322 Pakuranga Rd,Pakuranga Heights,Auckland,2010",True,2,False,120,False,-36.902296,174.896278,DC,2016/02/06 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",False,{5AF08D88-0D1D-425A-AC7C-E54281281488}
1754160.5671,5443093.7291,109153,Moore Wilson's - Porirua,Thundergrid Ltd,Thundergrid Ltd,"65 Kenepuru Drive, Porirua 5022",True,1,True,None,False,-41.14883782,174.8371254,DC,2021/01/17 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,{CF34ED16-1F71-47D8-9C28-DA4DBD8A6CCB}
1823651.676,5463054.7309,109154,Moore Wilson's - Masterton,Thundergrid Ltd,Thundergrid Ltd,"120 Dixon Street, Masterton 5810",True,2,False,None,False,-40.95304511,175.6572847,DC,2023/02/21 00:00:00+00,2,"{DC, 68 kW, CHAdeMO, Status: Operative, Count:1},{DC, 68 kW, Type 2 CCS, Status: Operative, Count:1}",True,{C91DD4D5-4482-4512-BF40-3F8F51649435}
1749166.8683,5427044.1511,109155,Sustainability Trust - Wellington,Thundergrid Ltd,Thundergrid Ltd,"2 Forresters Lane, Te Aro, Wellington 6011",True,1,True,None,False,-41.29427436,174.7815621,AC,2022/08/16 00:00:00+00,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{B51C8B10-2F3A-47B0-9B5A-E4EFC2358B18}
